"","date","Austria","Belgium","Bulgaria","Croatia","Cyprus","Czechia","Denmark","Estonia","Finland","France","Germany","Greece","Hungary","Ireland","Italy","Latvia","Lithuania","Luxembourg","Malta","Netherlands","Poland","Portugal","Romania","Slovakia","Slovenia","Sweden","United.Kingdom"
"32",2020-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2020-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2020-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2020-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2020-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2020-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00298450075636949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2020-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00149225037818474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2020-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00149225037818474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2020-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00298450075636949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2020-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00447675113455423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2020-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00447675113455423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2020-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00895350226910846,NA,NA,NA,NA,0.245197337965398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2020-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011938003025478,NA,NA,NA,NA,0.324720798927149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",2020-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0223837556727712,NA,NA,NA,NA,0.382706655878426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2020-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0268605068073254,NA,NA,NA,NA,0.60139617352324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2020-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0358140090764339,NA,NA,NA,NA,0.755472879136632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2020-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0477520121019118,NA,NA,NA,NA,1.02883477619265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2020-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0686435173964982,NA,NA,NA,NA,1.35024209757973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2020-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0686435173964982,NA,NA,NA,NA,1.65508203126644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",2020-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114903279120225,NA,NA,NA,NA,2.06263976869541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2020-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132810283658442,NA,NA,NA,NA,2.3393151432915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2020-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132810283658442,NA,NA,NA,NA,2.94071131681474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2020-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217868555214973,NA,NA,NA,NA,3.48909184969682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2020-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216376304836788,NA,NA,NA,NA,4.01593477856841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2020-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216376304836788,NA,NA,NA,NA,4.75649700877472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2020-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.353663339629784,NA,NA,NA,NA,5.3959981740088,NA,NA,NA,NA,0.445546081239947,NA,NA,NA,NA,NA,NA,0.246072177891219
"59",2020-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659574667157657,NA,NA,NA,NA,6.35359318308988,NA,NA,NA,NA,0.613349150797849,NA,NA,NA,NA,NA,NA,0.292585821273096
"60",2020-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816260956867055,NA,NA,NA,NA,7.60774443200749,NA,NA,NA,NA,0.786938533099127,NA,NA,NA,NA,NA,NA,0.378110907491385
"61",2020-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.980408498467377,0.113226802089776,NA,NA,NA,8.46593511488638,NA,NA,NA,NA,1.02417735557754,NA,NA,NA,NA,NA,NA,0.430626311309633
"62",2020-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24901356654063,0.145749394179393,NA,NA,NA,9.30093145498477,NA,NA,NA,NA,1.22091198885232,NA,NA,NA,NA,NA,0.791774537801614,0.543159319491593
"63",2020-03-24,NA,1.06498884947945,0.042856904082963,NA,NA,NA,NA,NA,NA,1.59521565427949,0.186703769403355,0.186487159100308,NA,0.142733634569271,10.2535562477557,NA,NA,NA,NA,1.57966337894163,NA,NA,NA,NA,NA,0.997049417972402,0.759222695200956
"64",2020-03-25,0.338647273466139,1.52764793982708,0.028571269388642,NA,NA,NA,NA,NA,NA,1.9175417359674,0.244521710896007,0.195811517055323,NA,0.163124153793452,11.0603880287635,NA,NA,NA,NA,2.03678208566833,0.036868483693017,NA,NA,NA,NA,1.30007424108166,1.04580675603768
"65",2020-03-26,0.541835637545823,1.89428344538558,0.028571269388642,NA,NA,NA,NA,NA,NA,2.46072087362664,0.317998678209585,0.195811517055323,NA,0.367029346035267,11.9268624054926,NA,NA,NA,NA,2.48811447965165,0.0395019468139468,NA,NA,NA,NA,1.60309906419092,1.31588597567438
"66",2020-03-27,0.643429819585665,2.4966132045174,0.028571269388642,NA,NA,NA,0.895612720525256,NA,NA,2.86064397498015,0.403521050000799,0.195811517055323,NA,0.428200903707812,13.035220642647,NA,NA,2.44341857063272,NA,3.10724994319287,0.036868483693017,NA,NA,NA,0.432503503278376,1.93544887018172,1.74651228698402
"67",2020-03-28,0.756312244074378,3.04656646285515,0.0714281734716049,NA,NA,NA,1.10229257910801,NA,NA,3.31727259070469,0.510725149851758,0.177162801145292,0.112557808667279,0.693277653622172,14.218132124453,NA,NA,2.76920771338374,NA,3.63380440284008,0.0395019468139468,NA,NA,NA,0.384447558469668,2.28734866476022,2.15613243676635
"68",2020-03-29,0.959500608154062,3.72746097317808,0.0857138081659259,NA,NA,NA,1.20563250839938,NA,NA,3.755994201891,0.628770113732589,0.317028170470523,0.12279033672794,0.897182845863987,14.8609467672272,NA,NA,3.25789142751029,NA,4.3513071830187,0.0500357992976659,NA,NA,NA,0.480559448087085,2.70767341939564,2.45472001847582
"69",2020-03-30,1.18526545713149,4.43454373389805,0.0857138081659259,NA,NA,NA,1.27452579459363,NA,NA,4.29171208765932,0.756451401195528,0.317028170470523,0.143255392849264,1.06030699965744,15.6280168177541,NA,NA,3.4207859988858,NA,4.86628901717916,0.0711035042651042,1.36231602287017,NA,NA,0.480559448087085,3.16709815120645,2.98137449676739
"70",2020-03-31,1.41103030610891,6.06694467531327,0.0857138081659259,NA,NA,NA,1.48120565317639,NA,NA,5.03932952712988,0.904609876270448,0.307703812515508,0.153487920909926,1.40694582646853,16.443132292612,NA,NA,3.58368057026132,NA,5.7689538051458,0.073736967386034,1.54720176883112,NA,NA,0.672783227321919,3.62652288301727,3.5620448189863
"71",2020-04-01,1.60293042773973,7.10574527439569,0.114285077554568,0.147194256676364,NA,NA,1.72233215485626,NA,NA,6.90911925099536,1.07445007940511,0.307703812515508,0.194418033152572,1.69241309560707,16.8606304626612,NA,NA,4.39815342713889,NA,6.46331133435091,0.100071598595332,1.80020331593558,NA,NA,0.672783227321919,4.24234752352963,4.51932560858751
"72",2020-04-02,1.71581285222844,8.64212263102178,0.0999994428602469,0.147194256676364,NA,NA,2.01512862118183,NA,NA,7.67613594538232,1.28042649597269,0.298379454560492,0.204650561213234,1.93709932629724,17.4123244730833,NA,NA,4.23525885576337,NA,7.31389930762718,0.136940082288349,2.00455071936611,NA,NA,0.768895116939336,4.93637211839278,5.43609451524321
"73",2020-04-03,1.82869527671715,9.65473497970716,0.157141981637531,0.171726632789091,NA,NA,2.23903180131314,NA,0.362455483670565,9.04154504142136,1.4550848608984,0.475542255705784,0.235348145395219,2.38569074922924,17.6426111621184,NA,NA,4.39815342713889,NA,8.00247052408891,0.173808565981366,2.33539889634887,NA,NA,0.913062951365462,5.5424217646113,6.49390479215363
"74",2020-04-04,2.00930715589909,10.6149708275985,0.199998885720494,0.26985613724,NA,0.554001014103551,2.54905158918727,NA,0.434946580404678,10.444260396915,1.63817500895847,0.512839687525846,0.286510785698528,2.73232957604032,17.4570564198743,NA,NA,3.74657514163683,NA,8.78940905718804,0.194876270948804,2.47163049863588,0.752016873198314,NA,1.00917484098288,3.16709815120645,7.5427124284095
"75",2020-04-05,2.12218958038781,11.9767598482443,0.242855789803457,0.343453265578182,NA,0.619729947980244,2.8590713770614,NA,0.489314902955263,11.050114050458,1.79476526716773,0.540812761390892,0.286510785698528,3.14013996052395,17.2483073348497,NA,NA,4.5610479985144,NA,9.20602357471111,0.229111291520891,2.73436287447513,0.762318474201031,NA,1.24945456502642,3.33327305420185,8.39196153015602
"76",2020-04-06,2.24636024732539,13.4782195376744,0.271427059192099,0.367985641690909,NA,0.723018272643618,2.80740141241571,NA,0.471192128771734,12.0156000451436,2.03205973537716,0.578110193210954,0.317208369880513,3.4256072296625,17.306293191801,NA,0.357886237985759,5.37552085539197,NA,9.60527915400404,0.260712848972049,2.80247867561864,0.870485284729556,NA,1.29751050983513,3.87089774036344,9.13317894404787
"77",2020-04-07,2.42697212650733,16.6993743365098,0.28571269388642,0.417050393916363,1.02751572955329,0.798137054216981,2.94518798480421,1.58512099756948,0.598051548056432,13.7704864898888,2.23924069239249,0.568785835255938,0.388836066305145,4.13927540250885,17.0760065027659,NA,0.357886237985759,5.86420456951852,NA,10.5947386331213,0.313382111390644,3.03601856525353,0.958048893252647,NA,1.53779023387867,4.77019721539738,10.5691001284497
"78",2020-04-08,2.74304291507573,18.0000574395625,0.299998328580741,0.441582770029091,0.685010486368862,0.873255835790343,3.16909116493552,1.73608490209991,0.670542644790545,14.2375608582606,2.58133017955735,0.568785835255938,0.491161346911762,4.60825734466502,16.8424063361908,NA,0.322097614187183,6.18999371226954,NA,10.9824215869275,0.381852152534819,3.2792892836232,1.04561250177574,NA,1.6819580683048,5.40557184449744,11.8309702601967
"79",2020-04-09,2.77690764242234,20.1038468881244,0.299998328580741,0.417050393916363,0.685010486368862,0.967154312757047,3.37577102351827,1.73608490209991,0.670542644790545,15.693997227369,2.81862464776678,0.596758909120984,0.573021571397055,4.97528669070029,16.6734189816471,NA,0.286308990388607,7.00446656914712,NA,11.3874634789638,0.416087173106906,3.39605922844064,1.15893011280562,NA,1.77806995792221,6.12892142224212,13.2338817621985
"80",2020-04-10,2.94623127915541,23.8313078613025,0.314283963275062,0.441582770029091,0.799178900763672,1.03288324663374,3.35854770196971,1.73608490209991,0.743033741524658,16.7176809868037,2.92101058582668,0.634056340941046,0.685579380064334,5.4034875944081,16.0952171509044,NA,0.286308990388607,6.35288828364506,NA,11.4163950426807,0.434521414953415,3.49336751578851,1.25679532233143,NA,1.73001401311351,6.5394711825837,14.486749253291
"81",2020-04-11,3.03653721874638,26.1271444794426,0.299998328580741,0.392518017803636,0.570842071974052,1.1080020282071,3.35854770196971,1.73608490209991,0.72491096734113,17.1922166070664,2.77405665119952,0.662029414806092,0.757207076488966,5.79090745966755,15.6478976829945,NA,0.322097614187183,7.16736114052263,NA,11.6478475524157,0.500357992976659,3.60040663187117,1.30830332734501,NA,1.97029373715705,6.33419630241291,15.3149921935102
"82",2020-04-12,2.98009600650203,27.6635218360687,0.299998328580741,0.417050393916363,0.570842071974052,1.14556141899378,3.46188763126109,1.66060294983469,0.815524838258771,17.5906474580418,2.99810117448355,0.512839687525846,0.879997413216906,5.87246953656428,15.1094575827326,NA,0.357886237985759,7.33025571189815,NA,11.4279676681675,0.553027255395255,3.74636906289297,1.40616853687082,NA,2.01834968196576,6.01162149071595,15.9811876019474
"83",2020-04-13,2.93494303670654,29.5927229486503,0.342855232663704,0.466115146141818,0.570842071974052,1.12678172360044,3.58245088210102,1.88704880663033,0.833647612442299,17.8234385170386,3.07037360134936,0.568785835255938,0.9618576377022,6.34145147872045,14.7018998453037,NA,0.393674861784335,7.65604485464917,NA,11.3874634789638,0.563561107878974,3.84367735024084,1.37011293336131,NA,2.11446157158317,5.73792165048824,16.507842080239
"84",2020-04-14,2.88979006691106,30.1339467901891,0.385712136746667,0.613309402818181,0.570842071974052,1.22068020056715,3.59967420364959,2.03801271116076,0.851770386625828,18.1845631085593,3.03423738791646,0.587434551165969,1.08464797443014,6.83082394010081,14.3125662343451,NA,0.429463485582911,7.16736114052263,NA,11.0807889035649,0.605696517813851,3.96044729505829,1.38556533486539,0.0366944131471679,1.97029373715705,6.33419630241291,17.5221395939857
"85",2020-04-15,2.78819588487122,31.530653478031,0.371426502052346,0.662374155043636,0.456673657579241,1.19251065747714,3.53078091745534,2.2644585679564,0.996752580094054,18.4606294285235,3.47389465135016,0.596758909120984,1.16650819891543,7.32019640148117,14.0657121576097,NA,0.501040733180063,6.51578285502057,NA,11.3990361044506,0.639931538385938,4.00910143873222,1.44222414038033,0.0917360328679197,2.21057346120059,7.31169573179762,17.8387324570043
"86",2020-04-16,2.84463709711557,33.5733370089998,0.399997771440988,0.686906531156363,0.342505243184431,1.1737309620838,3.4102176666154,1.88704880663033,1.01487535427758,18.6755134829821,3.54737161866374,0.62473198298603,1.23813589534007,7.91152145898243,13.6763785466511,0.260421007016784,0.501040733180063,6.35288828364506,NA,11.4916171083446,0.676800022078955,4.08694806861052,1.42677173887625,0.128430446015088,2.11446157158317,7.80044544648997,18.4134010187868
"87",2020-04-17,2.96880776405316,35.0922555320278,0.385712136746667,0.686906531156363,0.342505243184431,1.12678172360044,3.39299434506684,1.96253075889555,1.12361199937875,18.1368110964574,3.70637095776853,0.456893539795754,1.33022864788602,8.36011288191443,13.3599414415741,0.208336805613427,0.536829356978639,6.67867742639609,NA,11.4626855446277,0.687333874562674,3.99937060999743,1.43192253937761,0.146777652588672,2.21057346120059,7.77112046360843,18.6789789180963
"88",2020-04-18,2.90107830935993,36.4016680518796,0.342855232663704,0.662374155043636,0.342505243184431,1.14556141899378,3.18631448648408,1.88704880663033,1.17798032192934,17.5234961910234,3.63168945000719,0.391623034110646,1.43255392849264,8.84948534329478,13.0302504263369,0.208336805613427,0.536829356978639,6.67867742639609,NA,11.3238140387867,0.705768116409182,4.0966788973453,1.41647013787354,0.183472065735839,2.30668535081801,11.123943506398,19.2056333963878
"89",2020-04-19,2.79948412732009,36.9778095606144,0.314283963275062,0.785036035607272,0.342505243184431,1.11739187590377,3.03130459254702,1.88704880663033,1.19610309611286,17.3295036418594,3.61603042418627,0.400947392065661,1.58604184940256,9.21651468933005,12.8778304594935,0.208336805613427,0.536829356978639,6.02709914089403,NA,11.144438343742,0.700501190167323,4.07721723987573,1.5452401504075,0.201819272309423,2.21057346120059,11.1337185006918,18.9535594580602
"90",2020-04-20,2.82206061221783,36.6286328886539,0.299998328580741,0.760503659494545,0.342505243184431,1.08922233281376,3.04852791409558,1.58512099756948,1.28671696703051,16.9027200336986,3.67625744657445,0.345001244335569,1.64743701776653,10.4603363620051,12.5763040033469,0.208336805613427,0.572617980777214,5.53841542676749,NA,10.9361310849805,0.718935432013831,4.12587138354966,1.55554175141021,0.201819272309423,2.2586294060093,10.7818187061133,18.9625620987148
"91",2020-04-21,2.79948412732009,34.5946787744842,0.314283963275062,0.735971283381817,0.342505243184431,1.06105278972375,2.87629469860996,1.66060294983469,1.93913683763752,15.5776016978705,3.63409853090272,0.372974318200615,1.69859965806984,10.6030699965744,12.4603322894443,0.364589409823497,0.536829356978639,5.53841542676749,0.60783006692209,10.5368755056876,0.716301968892902,4.05775558240616,1.55039095090885,0.220166478883007,1.97029373715705,11.4758433009765,19.1411144716968
"92",2020-04-22,2.6753134603825,35.1097143656259,0.357140867358025,0.71143890726909,0.342505243184431,1.02349339893707,2.8590713770614,1.50963904530427,1.97538238600458,15.5776016978705,3.52930351194729,0.354325602290584,1.7088321861305,10.8885372657129,12.2863747185905,0.46875781263021,0.572617980777214,5.53841542676749,0.405220044614727,10.4905850037406,0.703134653288253,3.94098563758871,1.56584335241293,0.220166478883007,1.87418184753963,12.2187428673089,18.8785374526056
"93",2020-04-23,2.56243103589379,34.6295964416802,0.399997771440988,0.735971283381817,0.570842071974052,0.920205074273695,2.70406148312433,1.58512099756948,2.35596064385867,14.3479873862463,3.5750760489623,0.3636499602456,1.77022735449447,10.8273657080404,12.0444908581652,0.416673611226854,0.572617980777214,5.04973171264094,0.202610022307363,10.3517134978995,0.73736967386034,3.99937060999743,1.52978774890342,0.238513685456591,1.73001401311351,12.0036929928442,18.2288468853684
"94",2020-04-24,2.38181915671185,31.9496654843836,0.414283406135309,0.735971283381817,0.456673657579241,0.892035531183684,2.68683816157577,1.66060294983469,2.33783786967514,13.4586061608482,3.60518956015639,0.372974318200615,1.89301769122241,14.82390747598,11.7959800426597,0.46875781263021,0.572617980777214,5.04973171264094,0.202610022307363,10.3227819341827,0.824273956851023,4.07721723987573,1.52978774890342,0.275208098603759,1.6819580683048,12.531542684712,18.0713006739137
"95",2020-04-25,2.24636024732539,31.1727473892715,0.385712136746667,0.809568411719999,0.456673657579241,0.835696445003662,2.72128480467289,1.66060294983469,2.48282006314337,13.0601753098729,3.7834615464254,0.345001244335569,1.81115746673712,15.1501557835669,11.4580053335723,0.46875781263021,0.572617980777214,3.74657514163683,0.202610022307363,10.2475598685188,0.832174346213812,3.98963978126265,1.59674815542108,0.275208098603759,1.48973428906996,12.7563675534704,18.0292883508591
"96",2020-04-26,2.16734255018329,30.5005822957476,0.385712136746667,0.785036035607272,0.456673657579241,0.769967511126969,2.56627491073583,1.81156685436512,2.42845174059279,12.5856396896101,3.55821248269361,0.382298676155631,1.77022735449447,15.3540609758087,11.174703003896,0.364589409823497,0.60840660457579,3.58368057026132,0.202610022307363,10.0913294244476,0.797939325641725,3.88260066517999,1.56069255191157,0.293555305177343,1.39362239945255,12.658617610532,17.5896593988949
"97",2020-04-27,2.04317188324571,28.8419931039353,0.371426502052346,0.834100787832727,0.342505243184431,0.751187815733629,2.44571165989589,1.66060294983469,2.42845174059279,12.382693638177,3.53171259284282,0.345001244335569,1.74976229837315,15.0278126682218,10.7886828704775,0.416673611226854,0.60840660457579,3.09499685613477,0.202610022307363,9.84251797648246,0.834807809334742,3.82421569277127,1.59674815542108,0.293555305177343,1.34556645464384,13.2451172681628,16.9864824750396
"98",2020-04-28,2.08832485304119,27.7071689200638,0.328569597969383,0.785036035607272,0.342505243184431,0.619729947980244,2.32514840905595,1.43415709303905,2.44657451477631,11.8216074959795,3.63771215224601,0.345001244335569,1.72929724225183,15.3540609758087,10.4242003410695,0.416673611226854,0.572617980777214,3.58368057026132,0.202610022307363,9.41433083347264,0.876943219269618,3.70744574795383,1.6070497564238,0.330249718324511,1.44167834426126,12.9225424564658,16.8229345031485
"99",2020-04-29,2.11090133793894,26.7207448217754,0.399997771440988,0.834100787832727,0.342505243184431,0.572780709496892,2.30792508750739,1.1322292839782,2.42845174059279,10.3114501132566,3.20769121239441,0.345001244335569,1.69859965806984,15.2113273412394,10.0017319547102,0.520842014033567,0.429463485582911,3.25789142751029,0.202610022307363,9.15394676002072,0.890110534874267,3.63932994681032,1.65340696093602,0.293555305177343,1.34556645464384,12.3067178159535,16.653384770821
"100",2020-04-30,1.96415418610361,23.8924137788956,0.399997771440988,0.834100787832727,0.342505243184431,0.629119795676914,2.2562551228617,1.20771123624341,2.46469728895984,9.61904593777886,3.09687349120016,0.326352528425538,1.73952977031249,15.2113273412394,9.60411464990144,0.520842014033567,0.429463485582911,3.4207859988858,0.202610022307363,8.58688811116988,0.869042829906829,3.5030983445233,1.67401016294145,0.275208098603759,1.44167834426126,12.2480678501904,16.0472069667475
"101",2020-05-01,1.78354230692167,22.1727186694902,0.385712136746667,0.956762668396363,0.342505243184431,0.629119795676914,2.13569187202177,1.05674733171299,2.46469728895984,8.80726173204636,2.87162442746837,0.298379454560492,1.7088321861305,14.9870316297734,9.09715258627028,0.572926215436924,0.393674861784335,3.25789142751029,0.202610022307363,8.32071772497459,0.840074735576602,3.40579005717543,1.71521656695232,0.256860892030175,1.24945456502642,12.2480678501904,15.7261127834016
"102",2020-05-02,1.72710109467731,20.1824116393155,0.442854675523951,0.932230292283636,0.342505243184431,0.600950252586903,2.22180847976458,1.1322292839782,2.35596064385867,8.14470256413233,2.8342836735877,0.307703812515508,1.66790207388786,14.5792212452898,9.08389867610999,0.572926215436924,0.393674861784335,3.25789142751029,0.202610022307363,8.04297471329254,0.834807809334742,3.26955845488841,1.80278017547541,0.238513685456591,1.153342675409,11.3194433922749,14.9413826063461
"103",2020-05-03,1.64808339753521,18.8642697026647,0.442854675523951,0.785036035607272,0.342505243184431,0.582170557193562,2.22180847976458,1.1322292839782,2.46469728895984,7.76567096807341,2.74635222090096,0.261082022740431,1.54511173715992,14.1306298223578,8.65480333467054,0.572926215436924,0.357886237985759,3.74657514163683,0.202610022307363,7.9561800221419,0.837441272455672,3.2014426537449,1.74612136996047,0.220166478883007,1.05723078579159,11.1337185006918,14.6713033867094
"104",2020-05-04,1.46747151835327,18.2968576107289,0.499997214301235,0.809568411719999,0.342505243184431,0.544611166406881,2.22180847976458,1.1322292839782,2.57343393406101,7.40603862693088,2.56687569418419,0.279730738650461,1.55534426522058,12.8868081496827,8.2257079932311,0.572926215436924,0.250520366590031,3.4207859988858,0.202610022307363,7.71894119966349,0.837441272455672,3.19171182501012,1.75127217046183,0.220166478883007,0.96111889617417,11.6224682153842,14.2166700336543
"105",2020-05-05,1.2981478816202,17.615963100406,0.499997214301235,0.858633163945454,0.342505243184431,0.52583147101354,2.29070176595883,0.905783427182561,1.90289128927047,7.11504980318486,2.36089927761662,0.233108948875385,1.53487920909926,12.4178262075265,7.73199983976023,0.416673611226854,0.250520366590031,2.93210228475926,0.405220044614727,7.26760880568017,0.829540883092882,3.03601856525353,1.7667245719659,0.201819272309423,1.00917484098288,10.6449687859995,13.467950419217
"106",2020-05-06,1.10624775998939,18.1309986915477,0.499997214301235,0.907697916170908,0.342505243184431,0.507051775620199,2.10124522892464,0.830301474917347,1.86664574090341,6.71363445145316,2.4042627337361,0.2424333068304,1.51441415297793,12.356654649854,7.61934160339775,0.31250520842014,0.250520366590031,2.93210228475926,0.405220044614727,6.67161859311245,0.808473178125444,2.95817193537523,1.75127217046183,0.201819272309423,0.96111889617417,9.81409427102247,13.1528579963075
"107",2020-05-07,0.982077093051805,16.8041273380979,0.457140310218272,0.883165540058181,0.11416841439481,0.563390861800222,2.06679858582751,0.830301474917347,1.50419025723284,6.2107460740049,2.18864999358642,0.214460232965354,1.47348404073528,12.4178262075265,7.30456123709082,0.364589409823497,0.286308990388607,2.76920771338374,0.405220044614727,6.44595239612079,0.792672399399865,2.77328618941428,1.7667245719659,0.201819272309423,0.96111889617417,9.96071918543018,12.8137585316525
"108",2020-05-08,0.948212365705191,16.0795857437799,0.457140310218272,0.858633163945454,0.11416841439481,0.554001014103551,2.04957526427895,0.754819522652134,1.50419025723284,5.99138526841175,2.10794578358626,0.186487159100308,1.33022864788602,8.46206547803533,7.01131847479436,0.31250520842014,0.250520366590031,2.44341857063272,0.405220044614727,6.20871357364237,0.742636600102199,2.53001547104461,1.83368497848356,0.165124859162256,0.96111889617417,9.99981916260556,12.1565657638699
"109",2020-05-09,0.891771153460834,14.5257495535558,0.499997214301235,0.809568411719999,0.11416841439481,0.544611166406881,1.86011872724476,1.05674733171299,1.43169916049873,5.56012490911636,2.01399162866071,0.195811517055323,1.46325151267462,7.80956886286152,6.6451792066163,0.31250520842014,0.214731742791455,2.60631314200823,0.202610022307363,5.88468006001332,0.687333874562674,2.39378386875759,1.74097056945911,0.165124859162256,0.96111889617417,10.0486941340748,11.3448276648507
"110",2020-05-10,0.85790642611422,13.6353490400566,0.499997214301235,0.858633163945454,0.11416841439481,0.563390861800222,1.8428954056962,0.830301474917347,1.39545361213167,5.3019655936904,1.91883293328738,0.158514085235261,1.4427864565533,7.56488263217135,6.48778902346283,0.31250520842014,0.17894311899288,2.11762942788169,0.202610022307363,5.6011507355879,0.697867727046393,2.25755226647057,1.76157377146454,0.146777652588672,0.96111889617417,10.0780191169563,11.124262968814
"111",2020-05-11,0.801465213869863,13.0941251985179,0.499997214301235,0.785036035607272,0.228336828789621,0.554001014103551,1.82567208414764,0.830301474917347,1.4135763863152,5.04231402788625,1.84896958731709,0.139865369325231,1.4427864565533,7.44253951682626,6.23265125287722,0.260421007016784,0.143154495194304,2.11762942788169,0.202610022307363,5.44492029151675,0.655732317111517,2.10185900671398,1.75642297096319,0.146777652588672,0.913062951365462,9.59904439655783,10.9217035540865
"112",2020-05-12,0.609565092239051,12.483066022587,0.528568483689877,0.686906531156363,0.11416841439481,0.52583147101354,1.60176890401632,0.830301474917347,1.37733083794815,5.01396127070074,1.71526559761534,0.130541011370215,1.37115876012867,6.70848082475572,5.88473611116956,0.260421007016784,0.250520366590031,2.11762942788169,0.202610022307363,5.47963816797701,0.639931538385938,2.09212817797919,1.74612136996047,0.128430446015088,0.768895116939336,9.3644445335055,10.3875468752494
"113",2020-05-13,0.496682667750338,11.714877344274,0.457140310218272,0.662374155043636,0.11416841439481,0.591560404890233,1.55009893937064,0.830301474917347,1.4135763863152,4.50510389173974,1.67912938418243,0.149189727280246,1.33022864788602,6.25988940182373,5.67267354860489,0.208336805613427,0.250520366590031,2.2805239992572,0.405220044614727,4.94151108284304,0.624130759660359,1.96562740442696,1.7667245719659,0.0917360328679197,0.672783227321919,9.75544430525939,9.90290472001247
